----------------------------------------------------------------------------------------------
JOHN
----------------------------------------------------------------------------------------------

CHAPTER 1
Jn 1:1	In da beginning wuz da Word, n da Word wuz w God, n da Word wuz God.
Jn 19:19	And Pilate also wrote a notice n placed it on da cross, n 'twas written: "Jesus da Nazarene, da king of da Jews."
Jn 19:20	So many of da Jews read dis notice, cuz da place where Jesus wuz crucified wuz near da city. And 'twas written in Aramaic, in Latin, n in Greek.
Jn 19:21	Then da chief priests of da Jews said 2 Pilate, "Don’t write 'Da king of da Jews,' but, 'He said, im king of da Jews.'"
Jn 19:22	Pilate replied, "Wut i’ve written, i’ve written." 

Jn 19:23	Then da soldiers, when they had crucified Jesus, took his clothing n made 4 shares--4 each soldier a share--n da tunic. (Now da tunic wuz seamless, woven from da top in a single piece.)
Jn 19:24	So they said 2 1 anotha, "Let us not tear it apart, but cast lots 4 it, 2 c whose it gonna be," so dat da scripture would be fulfilled dat says, 
 "They divided my garments among themselves, n 4 my clothing they cast lots."
 So da soldiers did deez tingz. 

Jn 19:25	Now his mom n da sister of his mom, Mary da wife of Clopas, n Mary Magdalene were standing near da cross of Jesus.
Jn 19:26	So Jesus, seeing his mom n da homie whom he luvd standing there, said 2 his mom, "Woman, look yo son!"
Jn 19:27	Then he said 2 da homie, "Look yo mom!" And from dat hr da homeboy took her into his own home. 

Jn 19:28	After dis, Jesus, knowing dat now at last everythin’ wuz completed, so dat da scripture would be fulfilled, said, "im thirsty."
Jn 19:29	A jar full of sour wine wuz standing there, so they put a sponge full of da sour wine on a branch of hyssop n brought it 2 his mouth.
Jn 19:30	Then when he had received da sour wine, Jesus said, "It’s completed," n bowing his head, he gave up his spirit. 

Jn 19:31	Then da Jews, cuz 'twas da day of preparation, so dat da bodies would not remain on da cross on da Sabbath (4 dat Sabbath wuz an important day), asked Pilate dat their legs could be broken n they could be taken away.
Jn 19:32	So da soldiers came n broke da legs of da 1st n of da other who had been crucified w him.
Jn 19:33	But when they came 2 Jesus, after they saw he wuz already ded, they didn't break his legs.
Jn 19:34	But 1 of da soldiers pierced his side w a spear, n blood n water came out immediately.
Jn 19:35	And da 1 who haz seen it’s testified, n his testimony is tru, n dat person knows dat he’s telling da truth, so dat u also may believe.
Jn 19:36	Cuz deez tingz happened so dat da scripture would be fulfilled: "None of his bones gonna be broken."
Jn 19:37	And again anotha scripture says, "They will look on da 1 whom they hav pierced." 

Jn 19:38	And after deez tingz, Joey who wuz from Arimathea, who wuz a homie of Jesus (but a secret 1 4 fear of da Jews), asked Pilate dat he might take away da body of Jesus. And Pilate allowed it, so he came n took away his body.
Jn 19:39	And Nicodemus--da 1 who had come 2 him formerly at night--also came, bringing a mixture of myrrh n aloes weighing 'bout a hundred pounds.
Jn 19:40	So they took da body of Jesus n wrapped it in strips of linen cloth w da fragrant spices, as is da Jews' custom 2 prepare 4 burial.
Jn 19:41	Now there wuz a garden at da place where he wuz crucified, n in da garden a new tomb in which nobody wuz yet buried.
Jn 19:42	So there, on account of da day of preparation of da Jews, cuz da tomb wuz close by, they buried Jesus. 


CHAPTER 20
Jn 20:1	Now on da 1st day of da week, Mary Magdalene came 2 da tomb early, while 'twas still dark, n saw da stone had been taken away from da tomb.
Jn 20:2	So she ran n came 2 Simon Pete n 2 da other homie whom Jesus luvd n said 2 them, "They hav taken away da Lord from da tomb n we dunno where they hav put him!"
Jn 20:3	Then Pete n da other homeboy went out n were goin’ 2 da tomb.
Jn 20:4	And da 2 were running together, n da other homeboy ran ahead, faster than Pete, n came 2 da tomb 1st.
Jn 20:5	And bending over 2 look, he saw da strips of linen cloth lying there, though he didn't go in.
Jn 20:6	Then Simon Pete also came following him, n he went into da tomb n saw da strips of linen cloth lying there,
Jn 20:7	n da facecloth dat wuz on his head--not lying w da strips of linen cloth, but folded up separately in 1 place.
Jn 20:8	So then da other homeboy who had come 2 da tomb 1st also went in, n he saw n believed.
Jn 20:9	(Cuz they didn't yet kno da scripture dat 'twas necessary 4 him 2 rise from da ded.) 

Jn 20:10	Then da homeboys went away again 2 their own homes.
Jn 20:11	But Mary stood outside at da tomb, weepin’. Then, while she wuz weepin’, she bent over 2 look into da tomb,
Jn 20:12	n she saw 2 angels in white, seated 1 at da head n 1 at da feet where da body of Jesus had been lying.
Jn 20:13	And they said 2 her, "Woman, y r u weepin’?" She said 2 them, "They hav taken away my Lord, n idk where they hav put him!"
Jn 20:14	When she had said deez tingz, she turned around n saw Jesus standing there, n she didn't kno dat 'twas Jesus. 

Jn 20:15	Jesus said 2 her, "Woman, y r u weepin’? Who r u looking 4?" She thought dat 'twas da gardener, n said 2 him, "Sir, if u hav carried him away, tell me where u hav put him, n i’ll take him."
Jn 20:16	Jesus said 2 her, "Mary." She turned around n said 2 him in Aramaic, "Rabboni" (which means "Teacher").
Jn 20:17	Jesus said 2 her, "Don’t touch me, cuz i haven't yet went up 2 da Dad. But go 2 my bros n tell them, 'im goin’ up 2 my Dad n yo Dad, n my God n yo God.'"
Jn 20:18	Mary Magdalene came n announced 2 da homies, "i’ve seen da Lord," n he had said deez tingz 2 her. 

Jn 20:19	Now when 'twas evening on dat day--da 1st day of da week--n da doors had been shut where da homeboys were cuz of fear of da Jews, Jesus came n stood in their midst n said 2 them, "Pce 2 u."
Jn 20:20	And when he had said dis, he showed his hands n his side 2 them. Then da homeboys rejoiced when they saw da Lord.
Jn 20:21	So Jesus said 2 them again, "Pce 2 u. As da Dad haz sent me, i also send u."
Jn 20:22	And when he had said dis, he breathed on them n said 2 them, "Get da Holy Spirit.
Jn 20:23	If u forgive da sins of any, they’re forgiven them. If u retain da sins of any, they’re retained." 

Jn 20:24	Now Tommy, 1 of da 12, who wuz called Didymus, wasn’t w them when Jesus came.
Jn 20:25	So da other homeboys said 2 him, "We hav seen da Lord!" But he said 2 them, "Unless i c in his hands da mark of da nails, n put my finger into da mark of da nails, n put my hand into his side, i’ll never believe!" 

Jn 20:26	And after 8 days his homies were again inside, n Tommy w them. Even tho da doors had been shut, Jesus came n stood in their midst n said, "Pce 2 u."
Jn 20:27	Then he said 2 Tommy, "Place yo finger here n c my hands, n place yo hand n put it into my side. And don’t be unbelieving, but believing!"
Jn 20:28	Tommy answered n said 2 him, "My Lord n my God!"
Jn 20:29	Jesus said 2 him, "Cuz u hav seen me, hav u believed? Blessed r those who haven't seen n hav believed." 

Jn 20:30	Now Jesus also performed many other signs in da presence of da homeboys which aren’t recorded in dis book,
Jn 20:31	but deez tingz r recorded so dat u may believe dat Jesus is da Christ, da Son of God, n dat by believing u may hav lyf in his name. 


CHAPTER 21
Jn 21:1	After deez tingz Jesus revealed himself again 2 da homeboys by da Sea of Tiberias. Now he revealed himself in dis wae:
Jn 21:2	Simon Pete n Tommy (who wuz called Didymus) n Nathanael from Cana in Galilee n da sons of Zebedee n 2 others of his homies were together.
Jn 21:3	Simon Pete said 2 them, "im goin’ fishing!" They said 2 him, "We also r comin’ w u." They went out n got into da boat, n during dat night they caught nothin’. 

Jn 21:4	Now when 'twas already early mornin’, Jesus stood on da beach. However, da homeboys didn't kno dat 'twas Jesus.
Jn 21:5	So Jesus said 2 them, "Kids, u don’t hav any fish 2 eat, do u? They answered him, "No."
Jn 21:6	And he said 2 them, "Yeet da net on da right side of da boat, n u will find some." So they yote it, n were no longer able 2 haul it in from da large numba of da fish. 

Jn 21:7	Then dat homie whom Jesus luvd said 2 Pete, "It’s da Lord!" So Simon Pete, when he heard dat 'twas da Lord, tied around himself his outer garment (4 he wuz nude) n yote himself into da sea.
Jn 21:8	But da other homeboys came in da boat, dragging da net of fish, cuz they weren't far from da land, but 'bout 2 hundred cubits away. 

Jn 21:9	So when they got out on da land, they saw a charcoal fire laid there, n a fish lying on it, n bread.
Jn 21:10	Jesus said 2 them, "Bring some of da fish dat u hav just now caught."
Jn 21:11	So Simon Pete got into da boat n hauled da net 2 da land, full of large fish--1 hundred fifty-3--n even tho there were so many, da net wasn’t torn.
Jn 21:12	Jesus said 2 them, "Come, eat breakfast!" But none of da homies dared 2 ask him, "Who r u?" cuz they knew dat 'twas da Lord.
Jn 21:13	Jesus came n took da bread n gave it 2 them, n da fish like dat.
Jn 21:14	Dis wuz now da 3rd time Jesus wuz revealed 2 da homies after he had been raised from da ded. 

Jn 21:15	Now when they had eaten breakfast, Jesus said 2 Simon Pete, "Simon son of Johnny, do u luv me more than deez?" He said 2 him, "Yeah, Lord, u kno dat i luv u." He said 2 him, "Feed my lambs!"
Jn 21:16	He said 2 him again a 2nd time, "Simon son of Johnny, do u luv me?" He said 2 him, "Yeah, Lord, u kno dat i luv u." He said 2 him, "Shepherd my sheep!"
Jn 21:17	He said 2 him a 3rd time, "Simon son of Johnny, do u luv me?" Pete wuz distressed cuz he said 2 him a 3rd time, "Do u luv me?" n he said 2 him, "Lord, u kno everythin’! U kno dat i luv u!" Jesus said 2 him, "Feed my sheep!
Jn 21:18	Fr, tbh, when u were yung, u tied yo clothes around yoself n walked wherever u wanted. But when u grow old, u will stretch out yo hands, n someone else will tie u up n carry u where u don’t wanna go.
Jn 21:19	(Now he said dis 2 indicate by wut kind of death he’d glorify God.) And after he had said dis, he said 2 him, "Follow me!" 

Jn 21:20	Pete turned n saw da homie whom Jesus luvd following them (who also leaned back on his chest at da dinner n said, "Lord, who is da 1 betraying u?")
Jn 21:21	So when he saw dis 1, Pete said 2 Jesus, "Lord, but wut 'bout dis 1?"
Jn 21:22	Jesus said 2 him, "If i want him 2 remain until i come, wut is dat 2 u? U follow me!"
Jn 21:23	So dis sayin’ went out 2 da bros dat dat homie would not die. But Jesus didn't tell him dat he’d not die, but "If i want him 2 remain until i come, wut is dat 2 u?" 

Jn 21:24	Dis is da homie who is testifying 'bout deez tingz, n who haz written down deez tingz. And we kno dat his testimony is tru.
Jn 21:25	Now there r also many other tingz dat Jesus did, which--if they were written down 1 after da other--i suppose not even da world itself could contain da books dat’d be written. 
